# 3.31-full on Intel(R) Core(TM) i5-5257U CPU @ 2.70GHz
0.104155519,C0,Backend_Bound,100.00,% Slots,,,,0.0,
0.104155519,C0,Backend_Bound.Core_Bound,100.00,% Slots,This metric represents slots fraction where Core non-memory issues were of a bottleneck...,,,0.0,<==
0.104155519,C1,Backend_Bound,100.00,% Slots,,,,0.0,
0.104155519,C1,Backend_Bound.Core_Bound,100.00,% Slots,,,,0.0,<==
0.229805754,C0,Bad_Speculation,18.72,% Slots,,,,3.18,
0.229805754,C0,Bad_Speculation.Machine_Clears,18.72,% Slots,This metric represents slots fraction the CPU has wasted due to Machine Clears...,machine_clears.count,,0.0,
0.229805754,C0,Backend_Bound,52.89,% Slots,,,,3.18,
0.229805754,C0,Backend_Bound.Core_Bound,52.89,% Slots,,,,0.0,<==
0.229805754,C0-T0,Frontend_Bound.Frontend_Latency.Branch_Resteers,0.00,% Clocks_Calculated,This metric represents cycles fraction the CPU was stalled due to Branch Resteers...,br_misp_retired.all_branches,,0.0,
0.229805754,C1,Frontend_Bound,33.74,% Slots,,,,3.18,
0.229805754,C1,Backend_Bound,47.47,% Slots,,,,3.18,
0.229805754,C1,Retiring,20.63,% Slots,,,,3.18,
0.229805754,C1,Frontend_Bound.Frontend_Latency,46.43,% Slots,This metric represents slots fraction the CPU was stalled due to Frontend latency issues...,rs_events.empty_end,,3.18,
0.229805754,C1,Backend_Bound.Core_Bound,47.47,% Slots,,,,0.0,<==
0.229805754,C1,Retiring.Microcode_Sequencer,9.62,% Slots,This metric represents slots fraction the CPU was retiring uops fetched by the Microcode Sequencer (MS) unit...,idq.ms_uops,,2.36,
0.229805754,C1-T0,Frontend_Bound.Frontend_Latency.MS_Switches,0.00,% Clocks,This metric estimates the fraction of cycles when the CPU was stalled due to switches of uop delivery to the Microcode Sequencer (MS)...,idq.ms_switches,,0.0,
0.229805754,C0-T1,Frontend_Bound.Frontend_Latency.Branch_Resteers,0.00,% Clocks_Calculated,,br_misp_retired.all_branches,,0.0,
0.229805754,C1-T1,Frontend_Bound.Frontend_Latency.MS_Switches,0.00,% Clocks,,idq.ms_switches,,0.0,
0.348740273,C0,Backend_Bound,100.00,% Slots,,,,0.0,
0.348740273,C0,Backend_Bound.Memory_Bound,79.32,% Slots,This metric represents slots fraction the Memory subsystem within the Backend was a bottleneck...,,,0.0,
0.348740273,C0,Backend_Bound.Core_Bound,20.68,% Slots,,,,0.0,
0.348740273,C0-T0,Backend_Bound.Memory_Bound.L1_Bound,15.53,% Stalls,This metric estimates how often the CPU was stalled without loads missing the L1 data cache...,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,3.36,
0.348740273,C0-T0,Backend_Bound.Memory_Bound.L2_Bound,8.64,% Stalls,This metric estimates how often the CPU was stalled due to L2 cache accesses by loads...,mem_load_uops_retired.l2_hit:pp,,3.36,
0.348740273,C0-T0,Backend_Bound.Memory_Bound.L3_Bound,14.24,% Stalls,This metric estimates how often the CPU was stalled due to loads accesses to L3 cache or contended with a sibling Core...,mem_load_uops_retired.l3_hit:pp,,3.37,
0.348740273,C0-T0,Backend_Bound.Memory_Bound.MEM_Bound,28.95,% Stalls,This metric estimates how often the CPU was stalled on accesses to external memory (DRAM) by loads...,mem_load_uops_retired.l3_miss:pp,,3.37,<==
0.348740273,C1,Backend_Bound,100.00,% Slots,,,,0.0,<==
0.348740273,C1,Retiring,35.40,% Slots,,,,0.0,
0.348740273,C1,Backend_Bound.Memory_Bound,48.13,% Slots,,,,0.0,
0.348740273,C1,Backend_Bound.Core_Bound,51.87,% Slots,,,,0.0,
0.348740273,C1,Retiring.Microcode_Sequencer,5.12,% Slots,,idq.ms_uops,,0.83,
0.348740273,C1-T0,Frontend_Bound.Frontend_Latency.MS_Switches,6.02,% Clocks,,idq.ms_switches,,3.36,
0.348740273,C1-T0,Backend_Bound.Memory_Bound.MEM_Bound,22.09,% Stalls,,mem_load_uops_retired.l3_miss:pp,,3.36,
0.348740273,C0-T1,Backend_Bound.Memory_Bound.MEM_Bound,62.43,% Stalls,,mem_load_uops_retired.l3_miss:pp,,3.37,<==
0.348740273,C1-T1,Frontend_Bound.Frontend_Latency.MS_Switches,0.81,% Clocks,,idq.ms_switches,,3.36,
0.348740273,C1-T1,Backend_Bound.Memory_Bound.MEM_Bound,34.39,% Stalls,,mem_load_uops_retired.l3_miss:pp,,3.36,
0.348740273,C1-T1,Backend_Bound.Core_Bound.Ports_Utilization,32.98,% Clocks,This metric estimates cycles fraction the CPU performance was potentially limited due to Core computation issues (non divider-related)...,,,0.0,
0.475851414,C0,Backend_Bound,100.00,% Slots,,,,0.0,
0.475851414,C0,Backend_Bound.Core_Bound,100.00,% Slots,,,,0.0,<==
0.475851414,C1,Backend_Bound,100.00,% Slots,,,,0.0,
0.475851414,C1,Backend_Bound.Core_Bound,100.00,% Slots,,,,0.0,<==
0.599122516,C0,Bad_Speculation,13.64,% Slots,,,,3.25,
0.599122516,C0,Bad_Speculation.Branch_Mispredicts,13.54,% Slots,This metric represents slots fraction the CPU has wasted due to Branch Misprediction...,br_misp_retired.all_branches,,3.25,
0.599122516,C0,Backend_Bound,69.78,% Slots,,,,3.25,
0.599122516,C0,Backend_Bound.Memory_Bound,58.39,% Slots,,,,3.25,
